name,online_order,book_table,rating,votes,approx_cost,rest_type,location,type
Lalbagh Grand,Yes,No,3,22,250,Quick Bites,Basavanagudi,Delivery
Funjabi Curries,Yes,No,2.9,11,500,Quick Bites,Banashankari,Delivery
Eat Repeat,Yes,No,3.9,101,150,Quick Bites,Basavanagudi,Delivery
Salut,Yes,Yes,4.1,442,1200,"Pub, Casual Dining",Jayanagar,Delivery
Nammura Donne Biriyani,Yes,No,3.5,155,400,Quick Bites,Basavanagudi,Delivery
Lassi Stop,Yes,No,3.4,12,150,"Beverage Shop, Quick Bites",Banashankari,Delivery
Dakshin Kitchen,Yes,No,3.6,15,100,Quick Bites,Basavanagudi,Delivery
Sri Sai Cafe,Yes,No,3.5,10,200,Quick Bites,Basavanagudi,Delivery
Sri Sai 99 Variety Dosa,Yes,No,3.8,25,300,Quick Bites,Banashankari,Delivery
Utsav Restaurant,Yes,No,3.8,61,300,Quick Bites,Banashankari,Delivery
Crunch and Munch,Yes,No,3.7,23,300,Quick Bites,Uttarahalli,Delivery
Food Geek,Yes,No,3.8,25,350,Quick Bites,Basavanagudi,Delivery
Sri Krishna Aramane,Yes,No,3.7,40,200,Quick Bites,Kumaraswamy Layout,Delivery
Great Indian Rolls,Yes,No,3.3,4,100,Quick Bites,Basavanagudi,Delivery
Chats Point,Yes,No,3.4,8,150,Quick Bites,Basavanagudi,Delivery
Food Point,Yes,No,3.5,32,300,Quick Bites,Kumaraswamy Layout,Delivery
Swarga Ruchi,Yes,No,3.3,10,200,Quick Bites,Basavanagudi,Delivery
Kolkata King,Yes,No,3.4,6,300,Quick Bites,Basavanagudi,Delivery
Sandwich Mama's And Frozen Monster,Yes,No,3.8,53,250,Quick Bites,Jayanagar,Delivery
New Rajadhani Spicy,Yes,No,3.7,67,700,Casual Dining,Kumaraswamy Layout,Delivery
Big Mishra Pedha,Yes,No,2.9,23,250,Sweet Shop,Jayanagar,Delivery
VEGeatz,Yes,No,3.4,19,200,Quick Bites,Banashankari,Delivery
Foodizo,Yes,No,3.6,24,300,Quick Bites,Banashankari,Delivery
Chung's Chinese Corner,Yes,No,3.9,221,700,Casual Dining,Jayanagar,Delivery
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,1063,1200,"Casual Dining, Bar",Jayanagar,Delivery
Goli Vada Pav No. 1,Yes,No,3.7,93,200,Quick Bites,Basavanagudi,Delivery
Ragoo's,Yes,No,3.9,233,800,Casual Dining,Jayanagar,Delivery
Pure & Natural,Yes,No,3.9,211,500,Casual Dining,Jayanagar,Delivery
Maiyas,Yes,No,4,1778,200,Quick Bites,Jayanagar,Delivery
Sip n Dine,Yes,No,3.6,218,800,Casual Dining,Vijay Nagar,Delivery
Cafe Mondo,Yes,No,3.7,514,600,Cafe,Basavanagudi,Delivery
Jalpaan,Yes,Yes,4,866,900,Casual Dining,Jayanagar,Delivery
Juicy Momos,Yes,No,3.5,80,250,Quick Bites,Banashankari,Delivery
Amande Patisserie,Yes,No,4,73,300,Bakery,Basavanagudi,Delivery
Anand Sweets and Savouries,Yes,No,3.9,84,400,Sweet Shop,Jayanagar,Delivery
Chicken Hunt,Yes,No,3.5,88,350,Quick Bites,Banashankari,Delivery
Swadesh Tadka,Yes,No,3.5,179,600,Casual Dining,Banashankari,Delivery
Cane-O-La,Yes,No,3.8,61,100,Quick Bites,Basavanagudi,Delivery
New Biryani Mane,Yes,No,3.7,128,450,Casual Dining,Uttarahalli,Delivery
Upahara Darshini,Yes,No,3.8,339,400,Quick Bites,Jayanagar,Delivery
Karnataka Bhel House,Yes,No,4.1,449,100,Quick Bites,Basavanagudi,Delivery
Sreeraj Lassi Bar,Yes,No,4.1,210,150,"Dessert Parlor, Beverage Shop",Jayanagar,Delivery
Juice Junction Food Court,Yes,No,3.7,57,200,Quick Bites,Basavanagudi,Delivery
Janahaar,Yes,No,3.8,70,100,Quick Bites,Banashankari,Delivery
Redberrys,Yes,No,4,219,600,Cafe,Basavanagudi,Delivery
Utsav,Yes,No,3.7,59,200,Quick Bites,Banashankari,Delivery
Meat And Eat,Yes,No,3.1,10,500,Quick Bites,Banashankari,Delivery
Snacks Bite,Yes,No,3,9,400,Quick Bites,Kumaraswamy Layout,Delivery
The Spice Saga,Yes,No,3.7,124,750,Casual Dining,Kumaraswamy Layout,Delivery
Dakshin Cafe,Yes,No,3.7,19,100,Quick Bites,Kumaraswamy Layout,Delivery
Kaulige Millet Corner,Yes,No,3.3,4,150,Quick Bites,Basavanagudi,Delivery
Ifruit Ice Cream,Yes,No,3.3,4,150,Dessert Parlor,Kumaraswamy Layout,Delivery
Havmor,Yes,No,3.8,21,200,Dessert Parlor,Basavanagudi,Delivery
Grand Food,Yes,No,3.4,8,250,"Quick Bites, Bakery",Banashankari,Delivery
Dining Hut,Yes,No,3.5,10,400,Quick Bites,Kumaraswamy Layout,Delivery
Desi Swaad,Yes,No,3.5,10,400,Quick Bites,Kumaraswamy Layout,Delivery
Yummy Momos,Yes,No,3.2,4,200,Quick Bites,Kumaraswamy Layout,Delivery
Masale Daan,Yes,No,3.1,4,350,Delivery,Banashankari,Delivery
Grow Fit,Yes,No,3.6,16,500,"Takeaway, Delivery",JP Nagar,Delivery
Lassi Spot,Yes,No,3.3,4,100,Beverage Shop,Kumaraswamy Layout,Delivery
Sandwich Hub,Yes,No,3.4,12,300,Quick Bites,Jayanagar,Delivery
Udupi Sri Krishna Cafe,Yes,No,3.9,14,600,Casual Dining,Jayanagar,Delivery
Starlite Bakery & Fastfood,Yes,No,3.7,0,300,Quick Bites,Jayanagar,Delivery
Veganbreak24,Yes,No,2.8,5,199,"Takeaway, Delivery",City Market,Delivery
Aadhya Hotel,Yes,No,3.3,5,800,"Casual Dining, Bar",Basavanagudi,Delivery
Dodda Mane Baaduta,Yes,No,3.5,15,250,Quick Bites,Banashankari,Delivery
Swadd Kitchen,Yes,No,3.4,4,500,Casual Dining,Basavanagudi,Delivery
Happy Chopsticks,Yes,No,3.6,17,300,Quick Bites,Basavanagudi,Delivery
Sai Super Sandwich,Yes,No,0,0,200,Quick Bites,Banashankari,Delivery
Right Pizza,Yes,No,0,0,300,Quick Bites,Basavanagudi,Delivery
Udupi Upachar,Yes,No,3.3,6,500,Quick Bites,Banashankari,Delivery
Davanagere Benne Dose Hut,Yes,No,3.4,10,100,Quick Bites,Banashankari,Delivery
The Sip Shop,Yes,No,0,0,200,Quick Bites,Basavanagudi,Delivery
Jalsa,Yes,Yes,4.1,775,800,Casual Dining,Banashankari,Delivery
Subz,Yes,Yes,4.2,2022,1000,Casual Dining,Jayanagar,Delivery
Sri Banashankari Upahara,Yes,No,0,0,150,Quick Bites,Kumaraswamy Layout,Delivery
Cafe Shuffle,Yes,Yes,4.2,150,600,Cafe,Banashankari,Delivery
Mint and Mustard,Yes,No,4,232,750,Casual Dining,Basavanagudi,Delivery
Chinese Square,Yes,No,3.9,38,200,Quick Bites,Basavanagudi,Delivery
Hyderabad Express,Yes,No,0,0,300,Quick Bites,Banashankari,Delivery
Punjabi Raswada,Yes,Yes,3.5,431,800,Casual Dining,Jayanagar,Delivery
Vinny's,Yes,Yes,4.2,2115,800,Casual Dining,Banashankari,Delivery
Chetty's Corner,Yes,No,3.4,30,200,Quick Bites,Uttarahalli,Delivery
Kapoor's Cafe,Yes,No,4.2,150,800,Casual Dining,Jayanagar,Delivery
Donne Biryani & Kabab Corner,Yes,No,3.3,12,200,Quick Bites,Kumaraswamy Layout,Delivery
Sukh Sagar,Yes,No,3.8,155,450,Casual Dining,Jayanagar,Delivery
S M V Snacks Corner,Yes,No,3.7,33,200,Quick Bites,Basavanagudi,Delivery
Andhra Ruchulu,Yes,Yes,4.1,666,1000,"Casual Dining, Bar",Jayanagar,Delivery
Steaming Mugs,Yes,No,3.9,240,700,Cafe,Basavanagudi,Delivery
San Churro Cafe,Yes,No,3.8,918,800,"Cafe, Casual Dining",Banashankari,Delivery
Rajathadri Food Fort,Yes,No,4,465,600,Casual Dining,Jayanagar,Delivery
Rasoi,Yes,No,3.3,128,300,Quick Bites,Banashankari,Delivery
Mr. Singh Da Dhaba,Yes,No,3.6,241,300,Quick Bites,Kumaraswamy Layout,Delivery
Kababs N Biryani,Yes,No,3.4,22,200,Quick Bites,Banashankari,Delivery
Ayodhya Upachar,Yes,No,4.3,734,200,Quick Bites,Banashankari,Delivery
Brundhavana Food Point,Yes,No,4,191,300,Quick Bites,Kumaraswamy Layout,Delivery
SLV Corner Restaurant,Yes,No,4.1,364,550,Casual Dining,Basavanagudi,Delivery
Biryani Royals Garden,Yes,No,0,0,500,Quick Bites,Kumaraswamy Layout,Delivery
Hotel New Karavali,Yes,No,3.8,133,300,Quick Bites,Banashankari,Delivery
The Krishna Grand,Yes,No,3.9,888,750,Casual Dining,Banashankari,Delivery
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,400,Cafe,Banashankari,Delivery
Roti Ghar,Yes,No,3.9,750,500,Casual Dining,Basavanagudi,Delivery
The Coffee Shack,Yes,Yes,4.2,164,500,Cafe,Banashankari,Delivery
Multi Snacky Hub,No,No,0,0,200,Quick Bites,Basavanagudi,Delivery
Kettle & Kegs,Yes,No,3.2,6,200,Delivery,Banashankari,Delivery
Baisakhi,Yes,No,3.8,527,500,Casual Dining,Basavanagudi,Delivery
Corner House Ice Cream,No,No,4.3,345,400,Dessert Parlor,Banashankari,Desserts
Poonam Sweets,No,No,4.4,356,150,Sweet Shop,Banashankari,Desserts
XO Belgian Waffle,Yes,No,3.7,17,400,Dessert Parlor,Banashankari,Desserts
Old Mumbai Ice Cream,Yes,No,3.9,38,150,Dessert Parlor,Banashankari,Desserts
Cake of the Day,No,No,3.7,78,150,"Bakery, Dessert Parlor",Banashankari,Desserts
Amma's Pastries,No,No,3.8,60,400,Dessert Parlor,Banashankari,Desserts
Kanti Sweets,Yes,No,4,115,400,Sweet Shop,Banashankari,Desserts
Sugar Rush,No,No,3.8,39,300,Bakery,Banashankari,Desserts
Polar Bear,Yes,No,3.9,116,400,Dessert Parlor,Banashankari,Desserts
San Churro Cafe,Yes,No,3.8,918,800,"Cafe, Casual Dining",Banashankari,Desserts
Anand Sweets and Savouries,No,No,3.7,46,400,"Sweet Shop, Quick Bites",Banashankari,Desserts
Ibaco,Yes,No,3.9,41,300,Dessert Parlor,Banashankari,Desserts
Kirthi's Biryani,Yes,No,3.8,144,700,Cafe,Banashankari,Desserts
The Lassi and Juice Park,No,No,3.8,28,150,"Beverage Shop, Dessert Parlor",Banashankari,Desserts
Stoned Monkey,Yes,No,4.3,860,500,Dessert Parlor,Banashankari,Desserts
Parimala Sweets,No,No,3.5,14,200,Sweet Shop,Banashankari,Desserts
The Big O Bakes,No,No,4,66,300,Bakery,Banashankari,Desserts
Shree Mahalakshmi Sweets,Yes,No,3.2,8,100,Sweet Shop,Banashankari,Desserts
Keventers,Yes,No,3.7,54,400,"Beverage Shop, Dessert Parlor",Banashankari,Desserts
Dessert Rose,No,No,3.5,7,500,Dessert Parlor,Banashankari,Desserts
Thanco's Natural Ice Creams,No,No,3.2,9,300,Dessert Parlor,Banashankari,Desserts
Corner Stone,No,No,3.6,42,300,"Beverage Shop, Quick Bites",Banashankari,Desserts
Kaggis,No,No,3.8,64,250,Quick Bites,Banashankari,Desserts
Cocoa Bakes,Yes,No,3.6,14,350,Bakery,Banashankari,Desserts
Floured-Baked With Love,No,No,3.8,45,400,"Takeaway, Delivery",Banashankari,Desserts
CAFE NOVA,No,No,3.2,11,600,Cafe,Banashankari,Desserts
Cakes & Slices,No,No,3.5,13,300,Bakery,Banashankari,Desserts
Arun Ice Cream,No,No,3.4,7,150,Dessert Parlor,Banashankari,Desserts
Just Bake,No,No,3.4,8,400,Bakery,Banashankari,Desserts
Kwality Wall's Swirl's Happiness Station,No,No,2.9,25,200,Dessert Parlor,Banashankari,Desserts
Melting Melodies,No,No,0,0,300,Bakery,Banashankari,Desserts
Sweet N Swirl,No,No,3.2,17,150,Dessert Parlor,Banashankari,Desserts
Sai Super Sandwich,Yes,No,0,0,200,Quick Bites,Banashankari,Desserts
Sweet Truth,Yes,No,3.9,35,500,Delivery,Banashankari,Desserts
Waffle-A-Go Go,Yes,No,3.9,70,400,Dessert Parlor,Banashankari,Desserts
Gopi Ice Creams,No,No,0,0,100,Dessert Parlor,Banashankari,Desserts
Sri Venkateshwara Sweet Meat Stall,No,No,4,98,400,"Sweet Shop, Quick Bites",Basavanagudi,Desserts
Baskin Robbins,No,No,3.7,25,250,Dessert Parlor,Basavanagudi,Desserts
Redberrys,Yes,No,4,219,600,Cafe,Basavanagudi,Desserts
Amande Patisserie,Yes,No,4,73,300,Bakery,Basavanagudi,Desserts
Srinivasa Brahmins Bakery,No,No,3.6,16,150,"Bakery, Quick Bites",Basavanagudi,Desserts
Jain Bakes,No,No,3.6,8,250,Bakery,Basavanagudi,Desserts
Cake Ghar,Yes,No,3.8,15,400,Bakery,Basavanagudi,Desserts
KC Das - Sweet Spot,No,No,3.6,46,200,"Sweet Shop, Quick Bites",Basavanagudi,Desserts
Diabetics Dezire Sugarless Sweets and Bakes,Yes,No,3.3,13,300,"Dessert Parlor, Sweet Shop",Basavanagudi,Desserts
Cake Yard,Yes,No,3.3,9,250,Dessert Parlor,Basavanagudi,Desserts
Iceberg Icecreams,Yes,No,4,43,250,Dessert Parlor,Basavanagudi,Desserts
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,97,400,Casual Dining,Basavanagudi,Desserts
Sri Krishna Sweets,Yes,No,3.7,22,250,Sweet Shop,Basavanagudi,Desserts
Cake Art,No,No,3.5,15,400,"Bakery, Quick Bites",Basavanagudi,Desserts
Asha Sweets Centre,Yes,No,3.6,27,250,Dessert Parlor,Basavanagudi,Desserts
My Tea House,Yes,Yes,0,0,500,Casual Dining,Banashankari,Dine-out
The Krishna Grand,Yes,No,3.9,888,750,Casual Dining,Banashankari,Dine-out
Sea Spice by 7 Star,Yes,Yes,4,349,1200,Casual Dining,Banashankari,Dine-out
Mini Punjabi Dhaba,Yes,No,4.2,287,350,Quick Bites,Banashankari,Dine-out
Onesta,Yes,Yes,4.6,2556,600,"Casual Dining, Cafe",Banashankari,Dine-out
Jalsa,Yes,Yes,4.1,775,800,Casual Dining,Banashankari,Dine-out
Vinny's,Yes,Yes,4.2,2115,800,Casual Dining,Banashankari,Dine-out
Jcubez,No,Yes,3.8,977,1300,Lounge,Banashankari,Dine-out
Gustoes Beer House,No,No,4.1,868,1200,Pub,Banashankari,Dine-out
Penthouse Cafe,Yes,No,4,324,700,Cafe,Banashankari,Dine-out
Spice Elephant,Yes,No,4.1,787,800,Casual Dining,Banashankari,Dine-out
Smacznego,Yes,No,4.2,504,550,Cafe,Banashankari,Dine-out
CafDown The Alley,Yes,No,4.1,402,500,Cafe,Banashankari,Dine-out
Cafe Shuffle,Yes,Yes,4.2,150,600,Cafe,Banashankari,Dine-out
The Coffee Shack,Yes,Yes,4.2,164,500,Cafe,Banashankari,Dine-out
Anna Kuteera,Yes,No,4,771,450,Casual Dining,Banashankari,Dine-out
Szechuan Dragon,Yes,No,4.2,1647,600,Casual Dining,Banashankari,Dine-out
1947,No,Yes,4,808,850,Casual Dining,Banashankari,Dine-out
Caf-Eleven,No,No,4,424,450,Cafe,Banashankari,Dine-out
Thamboola,Yes,No,3.9,135,800,Casual Dining,Banashankari,Dine-out
Ferment,No,No,0,0,1000,"Casual Dining, Bar",Banashankari,Dine-out
Havyaka Mess,No,No,3.9,28,300,Mess,Banashankari,Dine-out
San Churro Cafe,Yes,No,3.8,918,800,"Cafe, Casual Dining",Banashankari,Dine-out
Cafe Vivacity,Yes,No,3.8,90,650,Cafe,Banashankari,Dine-out
Chung Wah,Yes,No,3.9,519,900,Casual Dining,Banashankari,Dine-out
Vietnamese Kitchen,Yes,No,3.6,105,700,Casual Dining,Banashankari,Dine-out
Blue Wings Bar & Restaurant,No,No,3.7,43,700,"Bar, Casual Dining",Banashankari,Dine-out
Anand Sweets and Savouries,No,No,3.7,46,400,"Sweet Shop, Quick Bites",Banashankari,Dine-out
Catch-up-ino,Yes,No,3.9,133,800,Cafe,Banashankari,Dine-out
Kirthi's Biryani,Yes,No,3.8,144,700,Cafe,Banashankari,Dine-out
T3H Cafe,No,No,3.9,93,300,Cafe,Banashankari,Dine-out
Srikrishna Bhavan,Yes,No,3.8,42,300,Quick Bites,Banashankari,Dine-out
360 Atoms Restaurant And Cafe,Yes,No,3.1,13,400,Cafe,Banashankari,Dine-out
New Imperial Restaurant,No,No,3.7,39,450,Casual Dining,Banashankari,Dine-out
The Vintage Cafe,Yes,No,3,62,400,Cafe,Banashankari,Dine-out
Green Gardenia,Yes,No,3.8,160,700,Casual Dining,Banashankari,Dine-out
Parimala Sweets,No,No,3.5,14,200,Sweet Shop,Banashankari,Dine-out
Vaishali Deluxe,No,No,3.8,42,700,Casual Dining,Banashankari,Dine-out
Paradise Premium,Yes,No,3.1,119,700,Casual Dining,Banashankari,Dine-out
Vi Ra's Bar and Restaurant,No,No,3.3,62,800,Bar,Banashankari,Dine-out
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,600,Casual Dining,Banashankari,Dine-out
Nandhini Deluxe,No,No,2.6,283,600,Casual Dining,Banashankari,Dine-out
Corner Stone,No,No,3.6,42,300,"Beverage Shop, Quick Bites",Banashankari,Dine-out
Karavali Fish Center,No,No,3.4,10,300,Quick Bites,Banashankari,Dine-out
Ayda Persian Kitchen,No,No,3.7,39,950,Casual Dining,Banashankari,Dine-out
J Spice,Yes,No,3.8,59,750,Casual Dining,Banashankari,Dine-out
Swadesh Tadka,Yes,No,3.5,179,600,Casual Dining,Banashankari,Dine-out
Iyer's Tiffin Centre,No,No,3.8,62,150,Quick Bites,Banashankari,Dine-out
Kydz Adda,No,No,3.4,6,500,Casual Dining,Banashankari,Dine-out
K27 - The Pub,No,No,3.1,30,1000,Bar,Banashankari,Dine-out
Kotian Karavali Restaurant,No,No,3.5,10,300,Quick Bites,Banashankari,Dine-out
Food BoCafe,No,No,3.6,36,500,Casual Dining,Banashankari,Dine-out
Hide Out Cafe,No,No,3.7,31,300,Cafe,Banashankari,Dine-out
CAFE NOVA,No,No,3.2,11,600,Cafe,Banashankari,Dine-out
Darbar,No,No,3,98,800,Bar,Banashankari,Dine-out
Sri Ganesh Juice and Chats,No,No,3.5,18,150,"Beverage Shop, Quick Bites",Banashankari,Dine-out
Manifest Cafe,No,No,3.5,10,500,Casual Dining,Banashankari,Dine-out
Beijing Bites,No,No,2.7,128,850,Casual Dining,Banashankari,Dine-out
The Pizzeria,Yes,No,2.8,45,800,Casual Dining,Banashankari,Dine-out
Sri Krishna Sagar,Yes,No,3.2,119,400,Casual Dining,Banashankari,Dine-out
Lassi Stop,Yes,No,3.4,12,150,"Beverage Shop, Quick Bites",Banashankari,Dine-out
Sea Green Cafe,No,No,3.3,4,500,Cafe,Banashankari,Dine-out
Parijatha Paradise,Yes,No,0,0,500,Casual Dining,Banashankari,Dine-out
As On Fire,Yes,No,3.5,41,400,Food Truck,South Bangalore,Dine-out
Pizza Hut,Yes,No,3.7,405,750,Casual Dining,Banashankari,Dine-out
New Prashanth Hotel,Yes,No,3.9,388,650,Casual Dining,Banashankari,Dine-out
Taaza Thindi,No,No,4.7,651,100,Quick Bites,Banashankari,Dine-out
Hyderabad Express,Yes,No,0,0,300,Quick Bites,Banashankari,Dine-out
Ayodhya Upachar,Yes,No,4.3,734,200,Quick Bites,Banashankari,Dine-out
Petoo,No,No,3.7,21,450,Quick Bites,Banashankari,Dine-out
Roving Feast,No,No,4,1047,450,Quick Bites,Banashankari,Dine-out
KFC,Yes,No,3.8,505,450,Quick Bites,Banashankari,Dine-out
Five Star Chicken,No,No,3.6,55,200,Quick Bites,Banashankari,Dine-out
Gama Gama,Yes,No,3.9,264,200,Quick Bites,Banashankari,Dine-out
Hotel New Karavali,Yes,No,3.8,133,300,Quick Bites,Banashankari,Dine-out
Kaapi Corner,No,No,0,0,100,Quick Bites,Banashankari,Dine-out
McDonald's,Yes,No,3.9,286,500,Quick Bites,Banashankari,Dine-out
Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,343,100,Quick Bites,Banashankari,Dine-out
Bhattara Bhojana,Yes,No,3.6,66,150,Quick Bites,Banashankari,Dine-out
Davanagere Benne Dose Hut,Yes,No,3.4,10,100,Quick Bites,Banashankari,Dine-out
Utsav Restaurant,Yes,No,3.8,61,300,Quick Bites,Banashankari,Dine-out
Messy Bowl,No,No,3.8,70,500,Quick Bites,Banashankari,Dine-out
Devanna Dum Biriyani Centre,Yes,No,3.6,28,300,Quick Bites,Banashankari,Dine-out
Janahaar,Yes,No,3.8,70,100,Quick Bites,Banashankari,Dine-out
Stop 'N' Joy,Yes,No,3.8,28,150,Quick Bites,Banashankari,Dine-out
Dodda Mane Baaduta,Yes,No,3.5,15,250,Quick Bites,Banashankari,Dine-out
Chickpet Donne Biryani House,Yes,No,3.8,131,250,Quick Bites,Banashankari,Dine-out
Brahmin Cafe,No,No,3.8,19,150,Quick Bites,Banashankari,Dine-out
Chumma Delicious,Yes,No,3.7,237,200,Quick Bites,Banashankari,Dine-out
Udupi Upachar,Yes,No,3.3,6,500,Quick Bites,Banashankari,Dine-out
Bengaluru Coffee House,Yes,No,4.1,201,300,Quick Bites,Banashankari,Dine-out
The Biryani Cafe,No,No,4.1,520,300,Quick Bites,Banashankari,Dine-out
Spicy Tandoor,No,No,0,0,150,Quick Bites,Banashankari,Dine-out
Banashankari Donne Biriyani,Yes,No,3.8,104,300,Quick Bites,Banashankari,Dine-out
Addhuri Udupi Bhojana,No,No,3.7,88,300,Quick Bites,Banashankari,Dine-out
Vasanth Vihar - Since 1965,Yes,No,3.6,95,150,Quick Bites,Banashankari,Dine-out
Subway,Yes,No,3.7,136,600,Quick Bites,Banashankari,Dine-out
SGS Non Veg - Gundu Pulav,Yes,No,3.8,101,400,Quick Bites,Banashankari,Dine-out
Udupi Ruchi Grand,Yes,No,4.2,60,200,Quick Bites,Banashankari,Dine-out
Hotel Mangala,No,No,3.9,88,250,Quick Bites,Banashankari,Dine-out
Simple Thindies,No,No,3.5,8,200,Quick Bites,Banashankari,Dine-out
Rolls On Wheels,No,No,3.4,145,300,Quick Bites,Banashankari,Dine-out
Chilli Flakes,Yes,No,3.6,46,500,Quick Bites,Banashankari,Dine-out
Kababs N Biryani,Yes,No,3.4,22,200,Quick Bites,Banashankari,Dine-out
Udupi Ruchi,Yes,No,3.9,57,200,Quick Bites,Banashankari,Dine-out
SLV Swadishta,No,No,3.8,189,300,Quick Bites,Banashankari,Dine-out
Kolbeh,No,No,3.7,22,500,Quick Bites,Banashankari,Dine-out
Kolkata Kathi Roll's,Yes,No,3.6,18,250,Quick Bites,Banashankari,Dine-out
Mylari Biryani Family Restaurant,Yes,No,3.7,73,400,Quick Bites,Banashankari,Dine-out
Upahar Sagar,No,No,3.8,39,350,Quick Bites,Banashankari,Dine-out
Domino's Pizza,Yes,No,3.9,540,800,Quick Bites,Banashankari,Dine-out
New Sagar Fast Food,No,No,3.6,71,250,Quick Bites,Banashankari,Dine-out
Namma Biryani,Yes,No,3.6,24,250,Quick Bites,Banashankari,Dine-out
Parama Ruchi,No,No,3.5,11,300,Quick Bites,Banashankari,Dine-out
Thrilok Restaurant,No,No,3.4,9,350,Quick Bites,Banashankari,Dine-out
Meat And Eat,No,No,3.5,12,500,Quick Bites,Banashankari,Dine-out
Ande Ka Funda,Yes,No,3.8,120,250,Quick Bites,Banashankari,Dine-out
Dakshin Grand,Yes,No,3,82,300,Quick Bites,Banashankari,Dine-out
Chicken Hunt,Yes,No,3.5,88,350,Quick Bites,Banashankari,Dine-out
Maruthi Davangere Benne Dosa,Yes,No,4,17,150,Quick Bites,Banashankari,Dine-out
Shri Guru Raghavendra Grand Veg,No,No,0,0,400,Quick Bites,Banashankari,Dine-out
Pizza Stop,Yes,No,3,87,600,Quick Bites,Banashankari,Dine-out
Madhappa Hindu Military Hotel,Yes,No,3.4,14,300,Quick Bites,Banashankari,Dine-out
Krishna Sagar,No,No,3.5,31,200,Quick Bites,Banashankari,Dine-out
Hanumanthanagar Biryani Junction,No,No,3.5,17,300,Quick Bites,Banashankari,Dine-out
Rasoi,Yes,No,3.3,128,300,Quick Bites,Banashankari,Dine-out
SLV Refreshment,No,No,4.1,94,100,Quick Bites,Banashankari,Dine-out
Kaggis,No,No,3.8,64,250,Quick Bites,Banashankari,Dine-out
Chatar Patar,No,No,3.7,65,300,Quick Bites,Banashankari,Dine-out
Seven Star,Yes,No,3.4,7,250,Quick Bites,Banashankari,Dine-out
SVKP Daily Fresh,No,No,3.3,5,350,Quick Bites,Banashankari,Dine-out
Kidambi's Kitchen,No,No,3.5,52,300,Quick Bites,Banashankari,Dine-out
Ruchi's Corner,Yes,No,2.7,123,200,Quick Bites,Banashankari,Dine-out
Tandoori Knight,Yes,No,3,290,450,Quick Bites,Banashankari,Dine-out
Utsav,Yes,No,3.7,59,200,Quick Bites,Banashankari,Dine-out
Mane Thindi,No,No,3.7,130,200,Quick Bites,Banashankari,Dine-out
Fast And Fresh,Yes,No,2.8,91,400,Quick Bites,Banashankari,Dine-out
New Gowda's Fried Chicken,Yes,No,3.3,12,300,Quick Bites,Banashankari,Dine-out
Juicy Momos,Yes,No,3.5,80,250,Quick Bites,Banashankari,Dine-out
Donne Biriyani House,Yes,No,3.9,441,400,Quick Bites,Banashankari,Dine-out
Srinagar Kabab Corner,No,No,3.4,10,250,Quick Bites,Banashankari,Dine-out
Sri Venkateshwara Chat Centre,No,No,3.5,12,100,Quick Bites,Banashankari,Dine-out
Vinay Bhel Corner,No,No,3.4,7,100,Quick Bites,Banashankari,Dine-out
Spice 9,No,No,3.4,8,300,Quick Bites,Banashankari,Dine-out
Naveen Kabab & Biriyani Mane,No,No,3.2,9,300,Quick Bites,Banashankari,Dine-out
Nandi Chats and Juice,No,No,3.6,47,150,Quick Bites,Banashankari,Dine-out
Atithi Point Ande Ka Funda,No,No,3.1,29,150,Quick Bites,Banashankari,Dine-out
Just Shawarma,Yes,No,3.8,66,300,Quick Bites,Banashankari,Dine-out
Aramane Donne Biryani,Yes,No,3.1,28,200,Quick Bites,Banashankari,Dine-out
FOOD ADDA,No,No,3.2,4,200,Quick Bites,Banashankari,Dine-out
New Mangalore Lunch Home,No,No,3.3,7,200,Quick Bites,Banashankari,Dine-out
Hotel Nisarga,No,No,3.2,5,250,Quick Bites,Banashankari,Dine-out
Coffee Bytes,No,No,3.1,6,100,Quick Bites,Banashankari,Dine-out
Parjanya Chat Zone,No,No,3.3,17,200,Quick Bites,Banashankari,Dine-out
Yo Roll Corner,No,No,3,27,200,Quick Bites,Banashankari,Dine-out
New Quality Dum Biryani,No,No,3.1,9,200,Quick Bites,Banashankari,Dine-out
Sri Lakshmi Kabab Center,No,No,3.3,4,200,Quick Bites,Banashankari,Dine-out
Dtink Lab,No,No,0,0,80,Quick Bites,Banashankari,Dine-out
Shree Udupi South kitchen,No,No,0,0,150,Quick Bites,Banashankari,Dine-out
Foodlieious Multi Cuisine,No,No,0,0,100,Quick Bites,Banashankari,Dine-out
Tasty Bites,No,No,3.7,21,150,Quick Bites,Banashankari,Dine-out
Raams Chicken,No,No,3.6,22,300,Quick Bites,Banashankari,Dine-out
Panchami,No,No,3,15,300,Quick Bites,Banashankari,Dine-out
Sri Raghavendra Prasanna Coffee Beans Club,No,No,0,0,150,Quick Bites,Banashankari,Dine-out
Sri Balaji Tiffin Centre,No,No,0,0,300,Quick Bites,Banashankari,Dine-out
New Indraprasta,No,No,0,0,150,Quick Bites,Banashankari,Dine-out
VEGeatz,Yes,No,3.4,19,200,Quick Bites,Banashankari,Dine-out
